model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,combine,,1,5.482328679837174,0.0,0,9950
global,global_in_0_trigger,,1,5.4715778400670345,0.0,0,9950
global,global_in_20_trigger,,1,5.458286554537826,0.0,0,9950
20,20_trigger,,2,7.1840371489405035,0.0,0,9950
global,combine,,2,5.38946101509746,0.0,0,9950
global,global_in_0_trigger,,2,5.387672289364302,0.0,0,9950
global,global_in_20_trigger,,2,5.387452766763505,0.0,0,9950
global,combine,,3,5.482780726447177,0.0,0,9950
global,global_in_0_trigger,,3,5.464668781529719,0.0,0,9950
global,global_in_20_trigger,,3,5.474844260671031,0.0,0,9950
global,combine,,4,5.305338896938305,0.0,0,9950
global,global_in_0_trigger,,4,5.316243960893334,0.0,0,9950
global,global_in_20_trigger,,4,5.312555834899595,0.0,0,9950
global,combine,,5,5.570596196927018,0.0,0,9950
global,global_in_0_trigger,,5,5.60257549190042,0.0,0,9950
global,global_in_20_trigger,,5,5.566295415983727,0.0,0,9950
global,combine,,6,5.349120780906485,0.0,0,9950
global,global_in_0_trigger,,6,5.292349542205657,0.0,0,9950
global,global_in_20_trigger,,6,5.238629857355626,0.0,0,9950
global,combine,,7,5.238830287300762,0.0,0,9950
global,global_in_0_trigger,,7,5.2308600589618015,0.0,0,9950
global,global_in_20_trigger,,7,5.219006289381477,0.0,0,9950
global,combine,,8,6.145551679601621,0.0,0,9950
global,global_in_0_trigger,,8,6.081223123061597,0.0,0,9950
global,global_in_20_trigger,,8,6.147171995843475,0.0,0,9950
global,combine,,9,5.830437359833837,0.0,0,9950
global,global_in_0_trigger,,9,5.820887756347656,0.0,0,9950
global,global_in_20_trigger,,9,5.906510015899811,0.0,0,9950
global,combine,,10,5.760627550288062,0.0,0,9950
global,global_in_0_trigger,,10,5.840522028477348,0.0,0,9950
global,global_in_20_trigger,,10,5.845693505061931,0.0,0,9950
global,combine,,11,6.439765960846714,0.0,0,9950
global,global_in_0_trigger,,11,6.524324385293165,0.0,0,9950
global,global_in_20_trigger,,11,6.513402064337802,0.0,0,9950
global,combine,,12,7.693960131161177,0.0,0,9950
global,global_in_0_trigger,,12,7.429110627294186,0.0,0,9950
global,global_in_20_trigger,,12,7.542775561462095,0.0,0,9950
global,combine,,13,7.22260913791369,0.0,0,9950
global,global_in_0_trigger,,13,7.057337700158508,0.0,0,9950
global,global_in_20_trigger,,13,6.963157584798995,0.0,0,9950
global,combine,,14,7.620954062303706,0.0,0,9950
global,global_in_0_trigger,,14,7.514315587336094,0.0,0,9950
global,global_in_20_trigger,,14,7.215110927562618,0.0,0,9950
global,combine,,15,7.830702491645238,0.0,0,9950
global,global_in_0_trigger,,15,7.97272368311283,0.0,0,9950
global,global_in_20_trigger,,15,7.9616528304977034,0.0,0,9950
global,combine,,16,7.293009566877355,0.0,0,9950
global,global_in_0_trigger,,16,7.0815208197358865,0.0,0,9950
global,global_in_20_trigger,,16,6.943216170881262,0.0,0,9950
global,combine,,17,8.074360175204637,0.0,0,9950
global,global_in_0_trigger,,17,8.118804552854606,0.0,0,9950
global,global_in_20_trigger,,17,7.9952463443315205,0.0,0,9950
global,combine,,18,7.80621954836438,0.0,0,9950
global,global_in_0_trigger,,18,7.84117940011336,0.0,0,9950
